josé mourinho	mourinho
601717449453604864	RT @zerozeropt: José Mourinho é o treinador do ano #PremierLeague #Chelsea #Mourinho #Hazard http://t.co/lFwAKnXexZ	1043453228
601680865090019328	José Mourinho é o treinador do ano #PremierLeague #Chelsea #Mourinho #Hazard http://t.co/lFwAKnXexZ	31594288
601680918462488576	RT @zerozeropt: José Mourinho é o treinador do ano #PremierLeague #Chelsea #Mourinho #Hazard http://t.co/lFwAKnXexZ	2827693091
601680931125071872	RT @zerozeropt: José Mourinho é o treinador do ano #PremierLeague #Chelsea #Mourinho #Hazard http://t.co/lFwAKnXexZ	1167269844
601681065816813568	RT @zerozeropt: José Mourinho é o treinador do ano #PremierLeague #Chelsea #Mourinho #Hazard http://t.co/lFwAKnXexZ	315855907
636293499852337152	|RT @WFCOfficial: CUP DRAW || Jose Mourinho gets to meet Ginger Mourinho!|	29297712
638829655487737857	Os problemas de José Mourinho http://t.co/thhsmK0e1Q #apostas #futebol #chelsea #CFC #mourinho #premierleague #mancity #BPL	127274178
418271334066421760	FCP Forever blog Entrevista a José Mourinho n' O Jogo: foi há 10 anos que José Mourinho conquistou o primeiro ... http://t.co/eeQo74fSDT	19447540
437307799736156160	O Chelsea de José Mourinho venceu hoje o Everton. Contudo foi um jogo tão difícil que José Mourinho até entrou em... http://t.co/CcsMBnEH5A	21486073
442233267492634624	José Mourinho é capa da revista ‘Esquire’   José Mourinho já está a dar que falar pelas suas declarações... http://t.co/5HNbjXZm8h	21486073
488018549214961665	#fame #famosos José Mourinho de férias com a família: José Mourinho viajou com a mulher, Matilde, que não apar... http://t.co/kt7iorxtye	14973885
516700113524105216	José #Mourinho desafia Marco Silva a não jogar para o empate: José Mourinho pediu hoje ao treinador do… http://t.co/nQBnMenspF #dnoticias	22905057
505403301265821696	Record: José Mourinho: «Sporting é um adversário difícil»: José Mourinho considera que o Chelsea terá de ter m... http://t.co/tZU8BEk545	43959578
505404492511453184	RT @portalsporting: Record: José Mourinho: «Sporting é um adversário difícil»: José Mourinho considera que o Chelsea terá de ter m... http:…	1519524656
505403560453238784	RT @portalsporting: Record: José Mourinho: «Sporting é um adversário difícil»: José Mourinho considera que o Chelsea terá de ter m... http:…	572598596
505412476486549504	RT @portalsporting: Record: José Mourinho: «Sporting é um adversário difícil»: José Mourinho considera que o Chelsea terá de ter m... http:…	2258249581
527054568027222016	José #Mourinho é o único português candidato a treinador do ano: José Mourinho é o único português entre… http://t.co/z2rjvPuhOB #dnoticias	22905057
527055082706436096	RT @dnoticiaspt: José #Mourinho é o único português candidato a treinador do ano: José Mourinho é o único português entre… http://t.co/z2rj…	179385678
559667811535314944	Hoje é dia....26 de janeiro, nasce José Mourinho, o ‘special one’  Hoje é dia de homenagear José Mourinho, que... http://t.co/UO1rLqz7Lz	114727454
600440329695830016	RT @soccerbuzztweet: Jose Mourinho stunned by possibility of 3-game ban for Cesc Fabregas: Chelsea manager Jose Mourinho was shocke... http…	19003183
627969272086720512	JOSÉ MOURINHO, A MEDALHA E OS HÁBITOS  O facto de José Mourinho ter atirado a medalha de vencido na Supertaça... http://t.co/uvs8B39xL1	21287076
626082823368126464	Mikel Obi To Replace John Terry As Chelsea Captain – Jose Mourinho: Jose Mourinho has tipped Super Eagles midf... http://t.co/nwzdvCZvtq	95201847
647134913783795712	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	1157490013
646795380500230146	Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	626927311
646798627994796032	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	1707241075
646797595998846976	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	2877766438
646796843465117696	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	2393070620
646795708813545477	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	2965822817
646795745996111872	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	70767168
646799476200443904	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	100464299
646801420545589248	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	3342589487
646799704228016128	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	2493447884
646805260619661312	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	2803126432
646824491809697792	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	3303556239
646823329442201600	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	856240837
646826737876234240	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	2802281057
646812725532848128	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	2391237306
646810019997069312	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	3349803819
646799807336591360	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	1864353020
646801712829833216	RT @BernardoPiment4: Repórter: José Mourinho, não acha que tem o rei barriga? José Mourinho: Eu não, a minha mãe é que teve. #SpecialOne 😂😂😂	3396468327
655517073603448832	VIDEO: Entrevista a José Mourinho - SIC 2015/10/17 O Chelsea regressou este sábado às vitórias e José Mourinho... http://t.co/mwFbzqpToU	21294212
661286928105385985	BREAKING: Jose Mourinho Given One-Match Stadium Ban and £40 000 Fine: Under-fire Chelsea manager Jose Mourinho... https://t.co/X8avnK7aUL	95201847
662943642558959616	José Mourinho voltou a ter declarações "curiosas". De recordar que, no passado fim-de-semana, José Mourinho foi... https://t.co/qXpM3iQaQ7	86233091
641564208623190016	MATILDE MOURINHO SURPREENDE COM DECOTE   Matilde Mourinho, a jovem de 18 anos filha de José Mourinho,  acompanhou... http://t.co/iNYTK5SLoo	21486073
424353007707635712	José Mourinho otimista para o jogo com o Manchester United - Ipressjournal http://t.co/ZqA237DKct	617561781
424217202381029376	RT @Luis_Sobral: Tão simples, tão forte. Muito bem José Mourinho. http://t.co/RE7DPazWAT	613412461
424211470872637440	Tão simples, tão forte. Muito bem José Mourinho. http://t.co/RE7DPazWAT	218653131
423991978590617601	|José Mourinho || Ricardo Campus - Caricaturas Cartoons e Ilustração http://t.co/2eCk6Gv3QW|	37331559
424317283910311936	José Mourinho expects Manchester United to sell Wayne Rooney abroad http://t.co/4ehPwYcyzM via @guardian	42053594
424211719225741312	O primeiro convidado do programa é Baltemar Brito, ex-auxiliar-técnico de José Mourinho.	518762336
424221465110904832	RT @Luis_Sobral: Tão simples, tão forte. Muito bem José Mourinho. http://t.co/RE7DPazWAT	519704989
424216248428552192	RT @Luis_Sobral: Tão simples, tão forte. Muito bem José Mourinho. http://t.co/RE7DPazWAT	8818672
424216249401606144	RT @Luis_Sobral: Tão simples, tão forte. Muito bem José Mourinho. http://t.co/RE7DPazWAT	17214382
423221530638548992	I liked a @YouTube video http://t.co/8mEM9lkkzm Cristiano Ronaldo ● Golden Ball ● José Mourinho Commentaries ●	25614594
424527945286172673	[Record] José Mourinho: «Dava jeito ter um par de comentadores do Chelsea» http://t.co/IBfc6VTJ5W #desporto	485975606
424560930916024321	RT @zedaguia: Como diria um amigo meu o homem é de outro planeta (José Mourinho)	21259023
425767002100498432	RT @BolaNoPinheiro: As 100 vitórias de José Mourinho na Premier League. http://t.co/xMXXGCFMfr	425965811
423240111820533760	Saiba qual é o campeonato mais difícil para José Mourinho...... http://t.co/RqF6GHEmxU	73249951
425615240626057216	José Mourinho: «Dava jeito ter um par de comentadores do Chelsea» http://t.co/BBCyPHdIXN	27935844
425633375253454848	RT @FOXSoccer: Lawrence: Jose Mourinho has Chelsea humming  http://t.co/yEAkpNiwgx	23694165
420545280677670913	@AtlanticLord O Cristano Ronaldo e José Mourinho reservam já uma cada um!	15980898
418459875451338752	Inglaterra - José Mourinho concorda com o amarelo mostrado a Oscar por simulação http://t.co/OcS7TxTWng	19663485
418483520563347456	o sotaque do niall a imitar o José Mourinho é top	552983491
418483616189263872	RT @h0ranfreehugs: o sotaque do niall a imitar o José Mourinho é top	476777130
418482013650182144	HAHAHAH O NIALL DOS 1D A IMITAR O JOSÉ MOURINHO HAHAHAH SOCORRO, FOI TÃO IGUAL OMG	175361963
422496208876085248	BBC Sport - Why Jose Mourinho is 'the Radical One' http://t.co/cY63QKoUMM	65356757
418262158120869888	No blog FCP para sempre Entrevista a José Mourinho n' O Jogo http://t.co/6vRcnosSyJ	16490124
418401039734558720	RT @premierleague: PHOTO Chelsea boss Jose Mourinho enjoys the conditions at Southampton! #SOUCHE http://t.co/sswazoFXNz	263254513
418484556069888000	RT @h0ranfreehugs: o sotaque do niall a imitar o José Mourinho é top	92961520
418483976886845440	RT @h0ranfreehugs: o sotaque do niall a imitar o José Mourinho é top	271416606
418483978774257664	RT @h0ranfreehugs: o sotaque do niall a imitar o José Mourinho é top	761938771
422480109464215552	[Atencao] O Jose Mourinho da Internet Vai Falar Contigo http://t.co/2G3XpYtwtt	24797606
421621921315586049	Kai :( "@EPLTransferSaga: José Mourinho is confident of signing Manchester United striker Wayne Rooney. [Daily Telegraph]"	229719189
422792943066284032	Mas o melhor treinador do mundo é, e sempre será, José Mourinho.	59926636
421677294042628096	José Mourinho e Jorge Jesus eleitos sétimo e oitavo melhores treinadorespela IFFHS http://t.co/RvJe3ltyxG	69314411
421521381805670400	@Cristiano É verdade que você vai se juntar novamente com José Mourinho?	1630872457
418695701061967872	@caroliin_romano Pronto, gostei de uma coisa nos teus amigos #OneDirection A imitação do José Mourinho!	104633081
418686635312947200	Doente RT @TransferSources: Jose Mourinho has told Juan Mata he can quit Chelsea. [Daily Mail]"	63452015
418687340668665856	[Futebol365] José Mourinho: «A minha obrigação é pensar na equipa» http://t.co/y6Lt9uVUJ2 #desporto	485975606
424965410380079105	RT @Stankayy: Jose Mourinho, truly special! So much enjoyed this win. Nice one Chelsea.	42081157
424967077032914944	RT @UberFotbalFacts: Jose Mourinho is the fastest to reach 100 wins as a BPL manager.	29510178
424969430129737728	RT @UberFotbalFacts: Jose Mourinho is the fastest to reach 100 wins as a BPL manager.	38843050
424956413623160832	RT @Footballltrolls: Jose Mourinho - The Special One  David Moyes - The Clueless One	51566870
424963466122641408	A great win for José Mourinho, Chelsea 3-0 Manchester United.	84921907
418661206547632129	[Sapo Desporto] José Mourinho: «Se for selecionador não naturalizo nenhum jogador» http://t.co/kezREY7OYF #desporto	485975606
422757695431929856	Inglaterra - José Mourinho: «Pertenço ao Chelsea e o Chelsea pertence-me» http://t.co/JRfV444H3Y	19663485
422758818876227584	RT @Record_Portugal: Inglaterra - José Mourinho: «Pertenço ao Chelsea e o Chelsea pertence-me» http://t.co/JRfV444H3Y	555351763
422757734401212416	RT @Record_Portugal: Inglaterra - José Mourinho: «Pertenço ao Chelsea e o Chelsea pertence-me» http://t.co/JRfV444H3Y	1890975410
422758081492451328	RT @Record_Portugal: Inglaterra - José Mourinho: «Pertenço ao Chelsea e o Chelsea pertence-me» http://t.co/JRfV444H3Y	1604680118
424970261616922624	RT @TSBible: Jose Mourinho the fastest Premier League manager to 100 wins http://t.co/zFsmiWNAFs	21294212
424971419618119680	RT @TSBible: Jose Mourinho the fastest Premier League manager to 100 wins http://t.co/zFsmiWNAFs	23697360
424966360004046848	RT @UberFotbalFacts: Jose Mourinho is the fastest to reach 100 wins as a BPL manager.	610946624
424954382640508928	RT @FootballFunnys: Jose Mourinho - The Special One  David Moyes - The Clueless One	610946624
418661203846512640	[Sapo Desporto] José Mourinho: «Precisamos de jogadores importantes na próxima época» http://t.co/V8OJCFDnzM #desporto	485975606
422541862155481088	José Mourinho impressionado com o recorde de Petr Cech: https://t.co/SsOqfPmO1M	65363635
420181146027450368	"Eusébio e Amália são grandes senhores de Portugal, continuo a vê-los nessa perspectiva"- José Mourinho	29695177
419461387195543553	RT @ekele_86: Arsene Wenger -Brilliant Mind. Jose Mourinho - Excellent Mind. David Moyes - Never mind"	297028847
419460346886512640	RT @ekele_86: Arsene Wenger -Brilliant Mind. Jose Mourinho - Excellent Mind. David Moyes - Never mind"	353590882
419457590268289024	Arsene Wenger -Brilliant Mind. Jose Mourinho - Excellent Mind. David Moyes - Never mind"	154191009
420968520735019008	@AFN1982 eheheheh É difícil (Pedro Abrunhosa) escolher os melhores (José Mourinho). São todos maravilhosos (Marilyn Monroe).	1773321
419469858510602243	RT @ekele_86: Arsene Wenger -Brilliant Mind. Jose Mourinho - Excellent Mind. David Moyes - Never mind"	2191317662
425215564769148928	RT @SkySportsNews: Sky Sources: Jose Mourinho to have surgery this morning on a fractured elbow #SSN	63961281
423761278465634304	Adepto do Arsenal prega partida a José Mourinho http://t.co/hBbSQbk1hj via @sharethis	188242820
425065087129645056	José Mourinho operado esta segunda-feira - Cirurgia ligeira http://t.co/MhTYABxp35	151708782
423858936307937280	Caricatura de Jose Mourinho, Revista Pessoal com Filipe Vaz http://t.co/qEABB5mivc	37331559
425283186529406977	José Mourinho está hospitalizado - Última Hora - Correio da Manhã http://t.co/SrpzdzLaav	20717438
425352652206399488	"Se me despedirem, vou ficar em Inglaterra e vou para um rival". - José Mourinho	33050022
424742951525552128	GUARDIAN: José Mourinho on a mission to develop home-grown #Chelsea talent. http://t.co/iarLYl5APu	19301487
421949369538334720	Inglaterra - José Mourinho: «O Chelsea não está interessado em Guarín» http://t.co/JUCiz38R9i	19663485
422412127832252416	@SaraVieiraa e estava a esquecer-me dum grande senhor: José Mourinho ahah	1928067469
419885022875623425	José Mourinho: “Eusébio é daqueles que são imortais” Devido ao falecimento de E... http://t.co/gnfyksrAsz	21390437
418402764163518465	José Mourinho e a mulher : Dão condolências a Artur Jorge http://t.co/LKhn3igaac	30089572
419807543826079744	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	632793173
419789545899843584	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	289427901
419792641564631041	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	1278414181
419756332875780096	"Eusébio é muito mais do que uma figura do futebol. Eusébio é Portugal. " José Mourinho	24726396
419786141278408705	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	624846950
419765110463528960	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	118773636
419766887686615040	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	1403460110
419771733999362048	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	1291638259
419773080043814912	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	2246369775
419776158969118721	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	269437296
419778359720435712	"Aquilo que Eusébio deixa torna-o imortal" - Jose Mourinho http://t.co/r66Uwl6BuH	14259923
419779388440576001	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	1092662724
419765561330262016	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	14347133
419764975700553728	Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	19663485
419765891895943168	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	441215310
419765066075217920	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	24726396
419767614408523776	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	60915550
419765838565347328	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	832921950
419768658119114752	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	86371127
419767462264332288	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	780861542
419769256931115008	[Record] José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/NKHirzEmNt #desporto	485975606
419765985877696512	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	497778620
419765226838708225	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	465849121
419766335183544321	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	170800768
419814031449681920	RT @Publico: José Mourinho salienta a “imortalidade” de Eusébio http://t.co/HxyJSDHZvH	29178221
419814197296644096	RT @Publico: José Mourinho salienta a “imortalidade” de Eusébio http://t.co/HxyJSDHZvH	619543878
419824022634131457	RT @Publico: José Mourinho salienta a “imortalidade” de Eusébio http://t.co/HxyJSDHZvH	9359232
419825961082040320	RT @Record_Portugal: Benfica - José Mourinho: «Aquilo que Eusébio deixa torna-o imortal» http://t.co/uZuzlu4NMy	935415680
419821082036940800	RT @vitorcris27: José Mourinho -"Aquilo que Eusébio deixa torna-o imortal" #RIPEusébio	634730100
421657281177341952	RT @FabRomano21: José Mourinho said he is not interested in Fredy Guarin #CFC	222502644
430658973763911680	RT @Record_Portugal: Inglaterra - José Mourinho: «O massagista Billy é que deu a palestra» http://t.co/WF9e39d0md	864706944
430630835688321024	RT @Record_Portugal: Inglaterra - José Mourinho: «O massagista Billy é que deu a palestra» http://t.co/WF9e39d0md	1257646542
430629564851978240	Inglaterra - José Mourinho: «O massagista Billy é que deu a palestra» http://t.co/WF9e39d0md	19663485
430636461306970112	RT @Record_Portugal: Inglaterra - José Mourinho: «O massagista Billy é que deu a palestra» http://t.co/WF9e39d0md	441684035
430630222179098624	RT @Record_Portugal: Inglaterra - José Mourinho: «O massagista Billy é que deu a palestra» http://t.co/WF9e39d0md	1359401978
430630446364631040	RT @Record_Portugal: Inglaterra - José Mourinho: «O massagista Billy é que deu a palestra» http://t.co/WF9e39d0md	1586087940
430673939191197696	|65% - 35% - "José Mourinho and Chelsea's remarkable tactical transformation" || Jonathan Wilson http://t.co/S3NwxISAjP via @guardian|	21259023
430811266928496640	|José Mourinho and Chelsea's remarkable tactical transformation || Jonathan Wilson http://t.co/a5Ak5NAgTX via @guardian|	279644899
430748248731435008	José Mourinho and Chelsea's remarkable tactical transformation. http://t.co/ad6X7TLlz2 via @guardian	19865728
429974398335217664	RT @Real_KateStyles: HERE THEY ARE. NIALL AND JOSÉ MOURINHO TOGETHER OMFG #Portuguese http://t.co/iIvrlHa3wf	411510809
431426520570019840	[Jornal de Negocios] Horta Osório igual a José Mourinho? http://t.co/lQk1vJDA0P	485975606
430425552575807488	RT @OldSchoolPanini: José MOURINHO (Bobby Robson's assistant manager - FC Barcelona 1997) http://t.co/W1lAjVH65u	436889600
430429809739436032	RT @ChrisChinaks: "@RealEgyptianGin: Jose Mourinho is the highest paid bus driver in the world. Fact. #MCFCvCFC"	288093268
430395513553559553	I liked a @YouTube video from @zinedinefcb http://t.co/hkdTqhwG2d Jose Mourinho - 25 Funny Moments	284480191
430473341703421952	@Maxrunner Heh, possibly. I'm just no longer a fan of Jose Mourinho, that's all.	22912342
430045214045372416	@pedropintotv watched your interview with Jose Mourinho... Massively deep..you've good interviewing skills..	750218424
430465682401394689	RT @CFCGyan: Outplayed , Outwitted , Outclassed , Outfoxed , Outstanding.  Simply , JOSE MOURINHO. #‎TheSpecialOne. http://t.co/B962FSDHc0	96752940
427221985404669952	RT @JuanCarlos_RdS: Parabéns José Mourinho! Melhor treinador do mundo e com orgulho português. http://t.co/zUxgdj3o8A	16349463
428926298967511040	RT @TimHarford: Jose Mourinho wrong on 19th-Century football - apparently it was awesomesauce http://t.co/kB8te8iSPa	14966893
427217636376985600	RT @Paulacaparros: FELIZ 51 CUMPLEAÑOS, JOSE MOURINHO, GRACIAS POR TANTO http://t.co/BfgTJ5gT0L	127690935
427445767331409920	PARABÉNS ao 'special one'  Jose Mourinho que faz hoje precisamente 50 anos! #happyone #specialone	50498638
427494264571183104	Informo a TL que José Mourinho faz anos ...vá, deem os parabéns ao happy one	24787524
427463406233591808	Happy B-Day My Idol JOSE MOURINHO "The Special One" 🎉🎉🎉🎉🎉🎉 http://t.co/Glq2InG3Jt	73097959
427252376786198529	RT @MGiakoumakis: Parabens José Mourinho :) today close the 51 years :) http://t.co/7hTlvb9ajq	74699804
427387910992965633	Parabéns Zé “@chelseafc: Happy birthday Jose Mourinho! #CFC http://t.co/VB5TrH4x1Q”	52185601
427412347959787520	[Noticias ao Minuto] José Mourinho faz hoje 51 anos http://t.co/utwoDU6bFt	485975606
432195638604734464	José Mourinho é o novo líder da Premier League. Surpresa? http://t.co/oyIa3MSeIn	218653131
432598040126705664	Jose Mourinho = Special One.. Moyes = Chosen One.. Pellegrini = Tactical One.. Arsene Wenger = Five One.. #yeaEpic	145134371
432218102064242688	O Chelsea de José Mourinho conquistou, este sábado, a liderança da Premier League. http://t.co/Zm4Lag6Qy3	36373505
431733021050667008	@grimmers @R1Breakfast do you like Cristiano Ronaldo? And José Mourinho? #ASKGRIMMY	179540615
431186092604526592	RT @8Fact_Footballl: Before Jose Mourinho became a coach he was a PE teacher in Portugal	215954271
429692080190156801	"No Verão vão perceber porque não contratámos um avançado agora". -José Mourinho	33050022
431064433884794880	Man City - Chelsea: o duplo-pivot de Jose Mourinho... http://t.co/pEW8RgWKe2	23945761
430865919259463680	RT @Tuga_News: [Record] José Mourinho risca Mangala http://t.co/D6byJOfsqU #desporto	49757961
425896747140141056	José Mourinho got a surgery on his elbow. I hope everything is okay ☺️	28429768
427095470926614528	José Mourinho diz que Chelsea encerrou contratações na reabertura do mercado http://t.co/iaXfQ4WYOs	41400946
426331151834152960	José Mourinho pensa em Antoine Griezmann (Real Sociedad) é opção para o ataque do @chelseafc @AntoGriezmann	62652229
427116826024083456	[RTP Noticias] José Mourinho diz que Chelsea encerrou contratações na reabertura do mercado http://t.co/whoqIeavOn	485975606
432959256992550912	[RTP Noticias] Yaya Touré "ilibado" apesar da exigência de José Mourinho http://t.co/HB1t02uaoH	485975606
433051480313315328	Para os fãs de Jose Mourinho . #JoseMourinho #SpecialOne http://t.co/TjjB4mHi3D	20048029
432156903385604096	RT @BrooksDT: Jose Mourinho just downgraded Arsenal from horse to rock with googly eyes.	247986640
434076805947858945	RT @JoaoGrilo123: WAAT? CHECK WHAT FIFA DID ABOUT JOSE MOURINHO!  http://t.co/avUsPE9h9j	1729787306
434080806311829504	Inglaterra - José Mourinho: «Liverpool é um sério candidato ao título» http://t.co/pJMLApiTbU	19663485
434079041625133056	RT @JoaoGrilo123: WAAT? CHECK WHAT FIFA DID ABOUT JOSE MOURINHO!  http://t.co/avUsPE9h9j	1406649434
434081385704587264	RT @Record_Portugal: Inglaterra - José Mourinho: «Liverpool é um sério candidato ao título» http://t.co/pJMLApiTbU	487056592
434076631842316289	RT @JoaoGrilo123: WAAT? CHECK WHAT FIFA DID ABOUT JOSE MOURINHO!  http://t.co/avUsPE9h9j	286359132
434078789371310080	RT @JoaoGrilo123: WAAT? CHECK WHAT FIFA DID ABOUT JOSE MOURINHO!  http://t.co/avUsPE9h9j	471380198
434078068106207232	RT @JoaoGrilo123: WAAT? CHECK WHAT FIFA DID ABOUT JOSE MOURINHO!  http://t.co/avUsPE9h9j	612763140
434418361716310016	RT @JoaoGrilo123: WAAT? CHECK WHAT FIFA DID ABOUT JOSE MOURINHO!  http://t.co/avUsPE9h9j	362219286
434745524613550081	Stop hating RT @piersmorgan: Jose Mourinho - a specialist in FA Cup failure.	193276461
434759464579653632	[AutoPortal] A nova bomba de José Mourinho: Jaguar F-Type R Coupé http://t.co/A0IxQhICCR	485975606
434760356666564608	RT @piersmorgan: Specialist in failure &gt; Jose Mourinho http://t.co/3QajSmli1y	125003027
434242042667859968	RT @JoaoGrilo123: WAAT? CHECK WHAT FIFA DID ABOUT JOSE MOURINHO!  http://t.co/avUsPE9h9j	186721499
434253119414083584	RT @JoaoGrilo123: WAAT? CHECK WHAT FIFA DID ABOUT JOSE MOURINHO!  http://t.co/avUsPE9h9j	2225583548
434269030749196289	RT @JoaoGrilo123: WAAT? CHECK WHAT FIFA DID ABOUT JOSE MOURINHO!  http://t.co/avUsPE9h9j	1710252342
434260382039826432	RT @JoaoGrilo123: WAAT? CHECK WHAT FIFA DID ABOUT JOSE MOURINHO!  http://t.co/avUsPE9h9j	411328666
434344030743179265	José Mourinho accuses Arsène Wenger of being a 'specialist in failure' http://t.co/KayznI0QSE via @guardian	23235768
434343098001674240	Dear Mr. @piersmorgan, Jose Mourinho has given Arsenal a nice valentine's gift today. Check it out.	140510284
434348941946400768	Funny Truth @AminuMusa2: Arsene Wenger is a specialist in failure-Jose Mourinho...lol	288093268
434382521640706048	RT @piersmorgan: I would LOVE Jose Mourinho to manage Arsenal. Sadly, it will never happen. #winner	339297495
434354609847812096	Inglaterra - José Mourinho: «Wenger é um especialista em fracassos» http://t.co/wZ34zo9UNp	19663485
437624888581316609	José Mourinho mais uma vez dá show... ahaha :) http://t.co/D6YZEseAVM	257005573
433247364166742016	RT @ChelseaFC_es: José Mourinho esta creando un monstruo… ¡¡SUPER HAZARD!!  #CFC http://t.co/SgwqaszqCf	436889600
438010795830804480	José Mourinho: «Falcao não pode jogar para 3 mil pessoas» :: zerozero.pt http://t.co/JhSwqyKrLO	31594288
438017686992207872	[zerozero] José Mourinho: «Falcao não pode jogar para 3 mil pessoas» http://t.co/OgNxkuAlHi #desporto	485975606
438316599968141314	José Mourinho denies relationship with Samuel Eto'o has been damaged http://t.co/UoZECqk3H3	42596485
438094982034243585	Para a semana o #pec convida José Mourinho para falar de lagares de azeite	125773982
437226090147221504	Why Jose Mourinho wants Raphael Varane for Chelsea http://t.co/YQ6RnzKBQG #Football	406288363
