passos_coelho,2015-06-05,pedro,portugalafrente,ppdpsd,abertura,assuncao,pm,lesados,nega,corte,coligacao,oficial,pensoes,consequencias,demonstra,sob,situacao,govpt,semana,europeus,deve
passos_coelho,2015-09-10,debate,costa,antonio,costa2015,engracado,martinsana,luta,adeus,homens,pedro,dr,devem,junto,psocialista,ganhou,outras,recebeu,memoria,sistema,ver
passos_coelho,2014-02-06,pacheco,vender,aldatelles,joaomiranda,quer,dizer,compulsivo,fhf,jovem,vitriolica,desafia,acredito,unica,fazem,daqui,financas,mentiroso,desemprego,sair,coisas
passos_coelho,2014-07-06,manuelparreira,chuva,brilhante,evitar,medida,mandou,caracter,nova,rejeita,administracao,quadro,bes,destaca,divida,vive,fiscal,vitor,bento,governo,admite
paulo_bento,2014-07-08,scolari,alemanha,brasil,assim,golo,tao,reaccao,substituir,burro,vai,quatro,perder,mau,pensadorzarolho,perdemos,descansado,levou,dormir,continua,podes
paulo_bento,2014-02-17,cup,world,modelo,19,im,squad,portugals,portugoal,acho,sempre
passos_coelho,2014-04-12,cortes,ve,razao,volta,abril,jornalnoticias,cu,25,novos,fazer,outros,projeto,decide,luisgrave,governos,sozinho,constituicao,feira,aumento,deixou
passos_coelho,2015-09-30,braco,membros,quantidade,baixa,pedro,contrato,ficou,jeito,sabem,responsabilidade,veio,2011,dizer,luis,jesus,nenhuma,consequencias,3o,chamada,albuquerque
passos_coelho,2015-01-07,mulher,doenca,cancro,comprar,cavaco,elogia,precisa,silva,comunicado,ataque,confirma,porque,sobre,tvi24noticias,vezes,parece,certo,duas,desemprego,falso
passos_coelho,2015-05-28,governador,escolhido,apoia,ruimcb,jose,socrates,costa,madeira,antonio,dnoticias,segundafeira,motivo,financas,sei,lourenco,banca,principais,palacio,novidade,maiores
